tweet_id,content,posted_at,language,retweet_count,flag,user_id
2048,@imrui no i feel nothing.. but i have http://en.wikipedia.org/wiki/Mount_Vesuvius this just near my house ,Tue Apr 07 06:07:34 PDT 2009,English,61797,NO_QUERY,2048
2049,"In Val d'Or, waiting for my wife and youngest's flight to leave. a long drive to Chisasibi for me. ",Tue Apr 07 06:07:37 PDT 2009,English,34207,NO_QUERY,2049
2050,"Fun morning getting new servers into racks (with a helper this time!). Afternoon less fun, writing up documentation. Still 4 hours to go ",Tue Apr 07 06:07:38 PDT 2009,English,111454,NO_QUERY,2050
2051,Ugh where tje glass was pulled out of my foot still hurts. ,Tue Apr 07 06:07:39 PDT 2009,English,13320,NO_QUERY,2051
2052,my pc is erasing random files ... that doesn't sound good ,Tue Apr 07 06:07:45 PDT 2009,English,46204,NO_QUERY,2052
2053,is tired and has a headache. ,Tue Apr 07 06:07:51 PDT 2009,English,21173,NO_QUERY,2053
2054,"I love being single, except.............when I'm sick. ",Tue Apr 07 06:07:54 PDT 2009,English,21066,NO_QUERY,2054
2055,"@JPBrancati omg, I hear ya... It's horrid ",Tue Apr 07 06:08:02 PDT 2009,English,73273,NO_QUERY,2055
2056,@frenchiie. You should be going to study *points finger of shame*. I spent my lunch with my head in To Kill A Mockingbird. ,Tue Apr 07 06:08:02 PDT 2009,English,99061,NO_QUERY,2056
2057,Dad insisted on having a carwash at this friggin hour. I'm so tired already  he won't listen to me now I have to sit and wait.,Tue Apr 07 06:08:05 PDT 2009,English,102316,NO_QUERY,2057
2058,Missing my honey bunches today  ,Tue Apr 07 06:08:09 PDT 2009,English,31671,NO_QUERY,2058
2059,"@brittvicious alright so.... they taste alright, they are sticky..... and they collapsed on me  damn altittude. I will have to try again.",Tue Apr 07 06:08:15 PDT 2009,English,73659,NO_QUERY,2059
2060,"grrr... at home, sick... so depressed... ",Tue Apr 07 06:08:16 PDT 2009,English,2713,NO_QUERY,2060
2061,Off to Geology class  super tired.,Tue Apr 07 06:08:20 PDT 2009,English,86724,NO_QUERY,2061
2062,"@maxharp Goddamnit! Haha, ah well. I love my Mac  I have a MacBook now, and my iMac back in NZ. Got a Powerbook stolen last yer though ",Tue Apr 07 06:08:21 PDT 2009,English,30690,NO_QUERY,2062
2063,"is in class once again, but is not feeling well today ",Tue Apr 07 06:08:23 PDT 2009,English,107279,NO_QUERY,2063
2064,@darker_artic same... dont wanna go to work today  Care to give me the day off?? ;),Tue Apr 07 06:08:24 PDT 2009,English,58609,NO_QUERY,2064
2065,"yawn, the weather is going to be boring all week ",Tue Apr 07 06:08:30 PDT 2009,English,7686,NO_QUERY,2065
2066,@nathanjay That sucks. ,Tue Apr 07 06:08:32 PDT 2009,English,66356,NO_QUERY,2066
2067,@Mr_Dreadful how is she doing on it?i havnt spoken to her in ages ,Tue Apr 07 06:08:32 PDT 2009,English,43763,NO_QUERY,2067
2068,@stualpha work to be done first ,Tue Apr 07 06:08:36 PDT 2009,English,96164,NO_QUERY,2068
2069,is still so depressed about dr. kutner on house...   whyyyyyyyyyyyyyyy him?!,Tue Apr 07 06:08:42 PDT 2009,English,120077,NO_QUERY,2069
2070,@gregsouthern well our high flying lifestyles and hectic social calenders mean we are doomed to keep missing each other ,Tue Apr 07 06:08:42 PDT 2009,English,106587,NO_QUERY,2070
2071,Kumar died  #House,Tue Apr 07 06:08:42 PDT 2009,English,70231,NO_QUERY,2071
2072,YEY Sox game today! if only i didn't have class till 4:20 ,Tue Apr 07 06:08:43 PDT 2009,English,113667,NO_QUERY,2072
2073,fell asleep a couple of times during vocal group today ,Tue Apr 07 06:08:43 PDT 2009,English,19245,NO_QUERY,2073
2074,i look so scary right now!!! ,Tue Apr 07 06:08:56 PDT 2009,English,5005,NO_QUERY,2074
2075,"Woke up (a little) late than usual... And I feel tired!!!  Anyway, time for breakfast ;)",Tue Apr 07 06:09:01 PDT 2009,English,124580,NO_QUERY,2075
2076,"wow....wrote 4 pages in one hour, while playing around with music downloads...lol...i knew i could write the paper!!! now math hw ",Tue Apr 07 06:09:01 PDT 2009,English,56241,NO_QUERY,2076
2077,"@erincosborne Yeah, I've heard that method is the most effective. The Indian food I had last night sure didn't do the trick. ",Tue Apr 07 06:09:02 PDT 2009,English,48217,NO_QUERY,2077
2078,Tuesday ... Long day ahead ... ,Tue Apr 07 06:09:03 PDT 2009,English,31418,NO_QUERY,2078
2079,"@backstreetboys Updates? Any?  I miss your updates, guys!",Tue Apr 07 06:09:03 PDT 2009,English,40338,NO_QUERY,2079
2080,no idol love. wishing we could use macs at work. THEY ARE SO PRETTY AND EASY ,Tue Apr 07 06:09:04 PDT 2009,English,93606,NO_QUERY,2080
2081,"Sick again and it's definitely violating my multitasking. Cannot watch games, twitter and do my programming simultaneously ",Tue Apr 07 06:09:09 PDT 2009,English,28842,NO_QUERY,2081
2082,My coffee was not everything I wanted it to be ,Tue Apr 07 06:09:09 PDT 2009,English,19258,NO_QUERY,2082
2083,It is hard to have no cellphone... ,Tue Apr 07 06:09:24 PDT 2009,English,19146,NO_QUERY,2083
2084,woke up today to snow on the ground  I thought Spring was here! Going to classes and spending the rest of my life in the Ceramics studio.,Tue Apr 07 06:09:28 PDT 2009,English,65245,NO_QUERY,2084
2085,"@HDCinema wow, that isn't right at all. ",Tue Apr 07 06:09:32 PDT 2009,English,62980,NO_QUERY,2085
2086,"@derans Just tried to register for Austin Code Camp, but they had a server error ",Tue Apr 07 06:09:31 PDT 2009,English,10367,NO_QUERY,2086
2087,@dougiemcfly DONT do thaaat  or else i cant call you hot-dug anymore  HAHAHAHAHAHA,Tue Apr 07 06:09:35 PDT 2009,English,106669,NO_QUERY,2087
2088,@OxfordJasmine i really wanna get one ,Tue Apr 07 06:09:36 PDT 2009,English,74014,NO_QUERY,2088
2089,"@ofantastic I'm there with you. Of course, when I get home, I don't feel that way anymore. ",Tue Apr 07 06:09:41 PDT 2009,English,27614,NO_QUERY,2089
2090,"internets sl0wz sauce, have to stream in low quality... this isn't fun ",Tue Apr 07 06:09:43 PDT 2009,English,21370,NO_QUERY,2090
2091,is it seriously snowing in April ,Tue Apr 07 06:09:46 PDT 2009,English,46975,NO_QUERY,2091
2092,"Sigh, I went to bed early last night, and I'm STILL tired. ",Tue Apr 07 06:09:47 PDT 2009,English,105691,NO_QUERY,2092
2093,"still really really sore, in fact a little more than yesterday ",Tue Apr 07 06:09:48 PDT 2009,English,39769,NO_QUERY,2093
2094,found out my twitter password. LOL &amp; Macbook Blew up. ,Tue Apr 07 06:09:52 PDT 2009,English,26771,NO_QUERY,2094
2095,"@Schofe Your a busy busy man, it all go!  missed u on TM again today  x",Tue Apr 07 06:09:54 PDT 2009,English,121195,NO_QUERY,2095
2096,In another boring meeting ,Tue Apr 07 06:09:55 PDT 2009,English,729,NO_QUERY,2096
2097,has ridiously large volumnes of spam emai - inbox has been flooded for 5 days...  today is no better,Tue Apr 07 06:09:58 PDT 2009,English,33135,NO_QUERY,2097
2098,The morning sun is beautiful... But it is fucking freezing! I need the beach so terribly bad. ,Tue Apr 07 06:09:59 PDT 2009,English,7202,NO_QUERY,2098
2099,has a sore throat today. ,Tue Apr 07 06:09:57 PDT 2009,English,125939,NO_QUERY,2099
2100,It looks like it is going to be a nice day in Lynchburg today! Too bad I'm sitting in class right now ,Tue Apr 07 06:10:04 PDT 2009,English,18166,NO_QUERY,2100
2101,@ohsuperheroine My wife and I have been together for 12 years this month. Married for 3 years. We still don't have a joint account. ,Tue Apr 07 06:10:07 PDT 2009,English,26319,NO_QUERY,2101
2102,I'm a hot mystic tan mess ,Tue Apr 07 06:11:57 PDT 2009,English,16534,NO_QUERY,2102
2103,@pete_c What do you think ,Tue Apr 07 06:12:00 PDT 2009,English,79347,NO_QUERY,2103
2104,In class ,Tue Apr 07 06:12:00 PDT 2009,English,77641,NO_QUERY,2104
2105,@joyanne Thanks...   Also: argh. And gah. And a bit of meh.,Tue Apr 07 06:12:03 PDT 2009,English,53634,NO_QUERY,2105
2106,@davidtelford reminds me of when i was working in the machine room for 4 days setting up servers. nearly went deaf ,Tue Apr 07 06:12:03 PDT 2009,English,114195,NO_QUERY,2106
2107,@ work... ,Tue Apr 07 06:12:07 PDT 2009,English,103284,NO_QUERY,2107
2108,A robot just called my iPhone from UVA Credit Union saying they disabled my account. I don't have an account. Spam on cell phones now? ,Tue Apr 07 06:12:19 PDT 2009,English,37058,NO_QUERY,2108
2109,"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",Tue Apr 07 06:12:23 PDT 2009,English,26604,NO_QUERY,2109
2110,is home but has to revise ,Tue Apr 07 06:12:24 PDT 2009,English,81313,NO_QUERY,2110
2111,The winter is back !! and I hate it ,Tue Apr 07 06:12:31 PDT 2009,English,56013,NO_QUERY,2111
2112,"just gotten out of bed, I hope I start feeling some life in the old girl soon, gonna go and tackle my 16 year olds bedroom in a mo  smell",Tue Apr 07 06:12:35 PDT 2009,English,71029,NO_QUERY,2112
2113,auuwwwww my mouth is hurting ,Tue Apr 07 06:12:37 PDT 2009,English,121120,NO_QUERY,2113
2114,just had a mam as talk wif dad bout...shit. :@ still underhouse arrest. BASICALLY: ALL MY TRUST=GONE ,Tue Apr 07 06:12:45 PDT 2009,English,107552,NO_QUERY,2114
2115,My throat feels like I swallowed a hot coal. ,Tue Apr 07 06:12:48 PDT 2009,English,93786,NO_QUERY,2115
2116,"@mrseb yeah, I wasn't expecting that at all  I doubt that's the last we'll hear of it though",Tue Apr 07 06:12:49 PDT 2009,English,24515,NO_QUERY,2116
2117,Why do my Sprint phones always encounter problems like this around the 6 - 7 month mark??? I'm locked into a 50 yr contract at this point ,Tue Apr 07 06:12:49 PDT 2009,English,38205,NO_QUERY,2117
2118,My coffee was cold ,Tue Apr 07 06:12:52 PDT 2009,English,39528,NO_QUERY,2118
2119,"Wow, a high of 64 today. I love this weather in Florida. Sadly it won't last long ",Tue Apr 07 06:12:57 PDT 2009,English,82125,NO_QUERY,2119
2120,Have research report due at five  in the library trying to get it finished,Tue Apr 07 06:12:58 PDT 2009,English,68292,NO_QUERY,2120
2121,"@minteva i'm guessing that was to me, cause these chairs be a pain, but i have no spare powerpoints in my room ",Tue Apr 07 06:13:04 PDT 2009,English,23056,NO_QUERY,2121
2122,"Damn, all my joints are sore at the moment. Either I'm feeling the effects of my PT session, or I'm getting sick, or both. ",Tue Apr 07 06:13:05 PDT 2009,English,90668,NO_QUERY,2122
2123,There is pollen all over my car but it does NOT feel like spring. ,Tue Apr 07 06:13:06 PDT 2009,English,20968,NO_QUERY,2123
2124,Ewwww  just woke up and now I'm about to start tonights hw...... please someone save me??! Hehe,Tue Apr 07 06:13:13 PDT 2009,English,59673,NO_QUERY,2124
2125,is sick and cannot go to work   Will see everyone tomorrow,Tue Apr 07 06:13:15 PDT 2009,English,40073,NO_QUERY,2125
2126,libtorrent.... why can't you just work and be nice and small at the same time? ,Tue Apr 07 06:13:15 PDT 2009,English,48378,NO_QUERY,2126
2127,i could not update at all yesterday ,Tue Apr 07 06:13:17 PDT 2009,English,42445,NO_QUERY,2127
2128,Just finished work tryin 2 find something 2 do  x,Tue Apr 07 06:13:19 PDT 2009,English,100186,NO_QUERY,2128
2129,is @ St Mary's  http://ff.im/-1Ygw9,Tue Apr 07 06:13:25 PDT 2009,English,33547,NO_QUERY,2129
2130,Yet another designer gives me webpage designs in PSD (PhotoShop) format. ,Tue Apr 07 06:13:29 PDT 2009,English,33959,NO_QUERY,2130
2131,"fighting a bad swollen, painful throat and headache. ",Tue Apr 07 06:13:31 PDT 2009,English,122442,NO_QUERY,2131
2132,No ps cast agauin???  ,Tue Apr 07 06:13:33 PDT 2009,English,52860,NO_QUERY,2132
2133,This looks like a great series on different bike marques - http://is.gd/rcb3 - if only I had Discovery HD... ,Tue Apr 07 06:13:35 PDT 2009,English,24852,NO_QUERY,2133
2134,"@GeoffField It tastes so bad, I just can't do it ",Tue Apr 07 06:13:43 PDT 2009,English,35181,NO_QUERY,2134
2135,@alannahscott that long! things are never simple! I wanted to pierce my tongue over this holiday but couldnt because of the healing time! ,Tue Apr 07 06:13:47 PDT 2009,English,53992,NO_QUERY,2135
2136,@punkpolkadots Lol! My throwing range doesn't extend to 1000 miles ,Tue Apr 07 06:13:51 PDT 2009,English,13385,NO_QUERY,2136
2137,"@Miss_Monrose Ouch  One good thing about living in Canada I 'spose, most of that is covered by government insurance.",Tue Apr 07 06:13:52 PDT 2009,English,117643,NO_QUERY,2137
2138,@binkish haha i already did  im such a bad student.,Tue Apr 07 06:13:53 PDT 2009,English,13689,NO_QUERY,2138
2139,I woke up to a headache... ,Tue Apr 07 06:13:53 PDT 2009,English,85864,NO_QUERY,2139
2140,"I wish I had time to figure out why my retweet button isn't working.  Maybe it'll fix itself by the time I'm done with my meeting, lol.",Tue Apr 07 06:13:55 PDT 2009,English,3822,NO_QUERY,2140
2141,"facebook is being a 'tard -.-'' I can't get a hold of my cousin and don't want to go out alone, 'cause that's no fun ",Tue Apr 07 06:13:57 PDT 2009,English,112755,NO_QUERY,2141
2142,My new phone isnt as spanky as i thought it was going to be  hmmph,Tue Apr 07 06:13:58 PDT 2009,English,588,NO_QUERY,2142
2143,watchin channel AKA and doin horrible work ,Tue Apr 07 06:14:00 PDT 2009,English,79071,NO_QUERY,2143
2144,Spanish class again... ,Tue Apr 07 06:14:02 PDT 2009,English,40582,NO_QUERY,2144
2145,is poorly sick  Wishes she had lots of people giving her sympathy &amp; flowers,Tue Apr 07 06:14:05 PDT 2009,English,57342,NO_QUERY,2145
2146,@OceanMommy I'm so sorry Steph.   Praying for Ryker's family this morning. So very sad.,Tue Apr 07 06:14:06 PDT 2009,English,19672,NO_QUERY,2146
2147,"Kept waking up, had the weirdest dream, and sick ",Tue Apr 07 06:14:07 PDT 2009,English,100974,NO_QUERY,2147
2148,@thebraysmommy i hve a billion papers all over my desk. and 5 half empty cans of diet dr pepper.  come clean mine too?,Tue Apr 07 06:14:10 PDT 2009,English,60728,NO_QUERY,2148
2149,I have way too many applications running - feeling very sorry for my poor Mac ,Tue Apr 07 06:14:13 PDT 2009,English,83396,NO_QUERY,2149
2150,My blog is slow ,Tue Apr 07 06:14:15 PDT 2009,English,121127,NO_QUERY,2150
2151,"Book Club tonight! Please come, I feel like a loser when no one shows. ",Tue Apr 07 06:14:19 PDT 2009,English,351,NO_QUERY,2151
2152,Why isn't twhirl (and/or twitter) making my url's tiny? ,Tue Apr 07 06:14:19 PDT 2009,English,15196,NO_QUERY,2152
2153,my back hurts  ugh.,Tue Apr 07 06:14:20 PDT 2009,English,77127,NO_QUERY,2153
2154,NOOOO it's cold this morning ,Tue Apr 07 06:14:20 PDT 2009,English,84257,NO_QUERY,2154
2155,i have the itch to gamble ,Tue Apr 07 06:14:21 PDT 2009,English,105602,NO_QUERY,2155
2156,it's so hot outside. Ice cream time! What's the catch? the bees are annoying ,Tue Apr 07 06:14:25 PDT 2009,English,11599,NO_QUERY,2156
2157,Having a shitty kind of a day due to local council bureaucracy  Looking forward to Arsenal match tonight. I do think we will win tonight.,Tue Apr 07 06:14:28 PDT 2009,English,57343,NO_QUERY,2157
2158,"my favourite patient died today, what a downer ",Tue Apr 07 06:14:29 PDT 2009,English,20027,NO_QUERY,2158
2159,"stayed home from school again, i ache ",Tue Apr 07 06:14:30 PDT 2009,English,121356,NO_QUERY,2159
2160,"Damn it, my hand and leg still hurt from that stupid accident last Saturday. ",Tue Apr 07 06:14:35 PDT 2009,English,58272,NO_QUERY,2160
2161,@jayetheartist noooooooooooooo! ,Tue Apr 07 06:14:40 PDT 2009,English,51925,NO_QUERY,2161
2162,I just want you to feel good ,Tue Apr 07 06:14:44 PDT 2009,English,61738,NO_QUERY,2162
2163,@lannalee Easter bunny didn't come to my work ,Tue Apr 07 06:14:47 PDT 2009,English,40159,NO_QUERY,2163
2164,@lauraEchilds  you are enjoying this far far too much!,Tue Apr 07 06:14:48 PDT 2009,English,110979,NO_QUERY,2164
2165,@natybaby I jus noticed you wrote to me yesterday  sorry naaaattttyyy what uppp,Tue Apr 07 06:14:55 PDT 2009,English,61095,NO_QUERY,2165
2166,Is confuseddddddddd! Help ,Tue Apr 07 06:14:58 PDT 2009,English,13957,NO_QUERY,2166
2167,I'm freezing.  ,Tue Apr 07 06:15:00 PDT 2009,English,118852,NO_QUERY,2167
2168,@tcabeen do you happen to know anyone willing to give up a ticket for the ting tings tomorrow? There's none whatsoever for sell on CL. ,Tue Apr 07 06:18:08 PDT 2009,English,45058,NO_QUERY,2168
2169,@N0odles er...!? What hav i done now!? ,Tue Apr 07 06:18:11 PDT 2009,English,45165,NO_QUERY,2169
2170,"@annemarie0605 How an earth can you be in fab mood when its raining? it started raining when i was on the bus, now my feet are all wet!!! ",Tue Apr 07 06:18:15 PDT 2009,English,125409,NO_QUERY,2170
2171,@trishofthetrade drunk tweeting?  hahaha I am sick and drinking was out of the question last night ,Tue Apr 07 06:18:16 PDT 2009,English,27053,NO_QUERY,2171
2172,at school on another makeup day and sill hatin it ,Tue Apr 07 06:18:16 PDT 2009,English,36429,NO_QUERY,2172
2173,"Im about to see that 60lb girl in my class. She even runs b4 class, makes me feel disgusting ",Tue Apr 07 06:18:22 PDT 2009,English,109955,NO_QUERY,2173
2174,Too Confused... ,Tue Apr 07 06:18:22 PDT 2009,English,65167,NO_QUERY,2174
2175,"@John1954Moi hope the rain misses you, as it's pretty miserable here just now ",Tue Apr 07 06:18:24 PDT 2009,English,73134,NO_QUERY,2175
2176,i just heard my crush like scream 'shes african' lmao  hes so cute,Tue Apr 07 06:18:25 PDT 2009,English,51015,NO_QUERY,2176
2177,@MissIgs been too many meetings since 12:30  AAHH!,Tue Apr 07 06:18:26 PDT 2009,English,98453,NO_QUERY,2177
2178,@basiacruz He dead on House ,Tue Apr 07 06:18:26 PDT 2009,English,33051,NO_QUERY,2178
2179,doesnt want to wait all the way until 4pm tomorrow to listen to hamish and andy!! ,Tue Apr 07 06:18:26 PDT 2009,English,16549,NO_QUERY,2179
2180,we owe like $350 dollars to the IRS   Fair tax anyone?  http://www.fairtax.org/site/PageServer?pagename=about_main,Tue Apr 07 06:18:28 PDT 2009,English,73529,NO_QUERY,2180
2181,My throat is worse this morning than it was last night. I thought I was past this ,Tue Apr 07 06:18:30 PDT 2009,English,15047,NO_QUERY,2181
2182,Has a cold ,Tue Apr 07 06:18:31 PDT 2009,English,47870,NO_QUERY,2182
2183,not appreciating the rain outside ,Tue Apr 07 06:18:31 PDT 2009,English,71748,NO_QUERY,2183
2184,Not wanting to get rid of her rabbits.  This is going to be a great day..,Tue Apr 07 06:18:31 PDT 2009,English,45105,NO_QUERY,2184
2185,"@mikeyzito last night, there was no wawa ",Tue Apr 07 06:18:33 PDT 2009,English,114631,NO_QUERY,2185
2186,@Schofe http://twitpic.com/2yd1o - this one isn't anywhere near as comfy ,Tue Apr 07 06:18:34 PDT 2009,English,61638,NO_QUERY,2186
2187,I still dearly miss the symfony dev environment when working with zend framework ,Tue Apr 07 06:18:34 PDT 2009,English,86436,NO_QUERY,2187
2188,Stressing over the methodolgy section of the m-learning report ,Tue Apr 07 06:18:37 PDT 2009,English,20472,NO_QUERY,2188
2189,@drewkill no...I guess I don't.  ,Tue Apr 07 06:18:38 PDT 2009,English,113199,NO_QUERY,2189
2190,"Just dropped Alek off, didn't work out (mother nature) ughh ",Tue Apr 07 06:18:38 PDT 2009,English,11400,NO_QUERY,2190
2191,@SeanMalarkey I feel like you but have to finish it ,Tue Apr 07 06:18:39 PDT 2009,English,110625,NO_QUERY,2191
2192,@bronwen I take it your current ex would not have passed the test ,Tue Apr 07 06:18:39 PDT 2009,English,89540,NO_QUERY,2192
2193,@KellenParker can you sign on google?  I need your advice on something.  ,Tue Apr 07 06:18:44 PDT 2009,English,25570,NO_QUERY,2193
2194,Ughhh sitting in the library for 4 hours again ,Tue Apr 07 06:18:46 PDT 2009,English,34123,NO_QUERY,2194
2195,@dlwnc thanks!  Rehearsals for my show are increasing. No can play ,Tue Apr 07 06:18:48 PDT 2009,English,36076,NO_QUERY,2195
2196,"@noxhanti Almost, but not quite. Uncanniness and rampant Luddism might put paid to Replicants before they're even built ",Tue Apr 07 06:18:49 PDT 2009,English,14534,NO_QUERY,2196
2197,"Haven't twittered for days! Cat was sick and to the vet, now my four year old is sick with a bronchial infection and fever ",Tue Apr 07 06:19:01 PDT 2009,English,59890,NO_QUERY,2197
2198,@maryjanewatson i didn't even hear of it until i saw the story last night of her being found.i havent been doing news tho.sad story ,Tue Apr 07 06:19:01 PDT 2009,English,120839,NO_QUERY,2198
2199,waiting to hear back from people I emailed... heading to work to do more transcribing... fun... ,Tue Apr 07 06:19:03 PDT 2009,English,18804,NO_QUERY,2199
2200,Still at work.....had to manually calculate and now enter everything that usually would be there if our cell dyn had been working ,Tue Apr 07 06:19:05 PDT 2009,English,2087,NO_QUERY,2200
2201,"slowly loosing the will to live....had enough of emergent literacy, NLS, systematic phonics and government strategies, brain dead ",Tue Apr 07 06:19:06 PDT 2009,English,3827,NO_QUERY,2201
2202,Is searching the job boards for new and exciting opportunities and turning up nothing ,Tue Apr 07 06:19:10 PDT 2009,English,25553,NO_QUERY,2202
2203,SNOW?!?! ,Tue Apr 07 06:19:11 PDT 2009,English,50604,NO_QUERY,2203
2204,got to go to...... sux i cant text there  i cant text from 9am-2.30pm ill text people later today. may not do blogtv for a while not sure,Tue Apr 07 06:19:15 PDT 2009,English,61934,NO_QUERY,2204
2205,wake up late - check eat coco pops - check shower - check sit refreshing social networks - check cleaning and ironing -  booooo,Tue Apr 07 06:19:17 PDT 2009,English,29897,NO_QUERY,2205
2206,@whiterobisdead ,Tue Apr 07 06:19:17 PDT 2009,English,45635,NO_QUERY,2206
2207,Good morning world. Another cold day. ,Tue Apr 07 06:19:23 PDT 2009,English,33513,NO_QUERY,2207
2208,"My throat is killing me, and while I got a decent night's sleep last night, I still feel like I'm about to fall over.  ",Tue Apr 07 06:19:22 PDT 2009,English,111473,NO_QUERY,2208
2209,"I'm so slow today  I need to finish this, but there is too many distractions!!! FOCUS, FOCUS!",Tue Apr 07 06:19:24 PDT 2009,English,44662,NO_QUERY,2209
2210,The world is gray. I am depressed ,Tue Apr 07 06:19:23 PDT 2009,English,1486,NO_QUERY,2210
2211,i really need to stop surfing the web when i have stuff in the oven...    poor biscuits,Tue Apr 07 06:19:25 PDT 2009,English,70238,NO_QUERY,2211
2212,"Camera should be here today.  I think I'm going to cry though, cause it won't stop the lonely I feel. ",Tue Apr 07 06:19:27 PDT 2009,English,21206,NO_QUERY,2212
2213,@lunerose Oh no... I haven't watched any of the current season yet because I was afraid it would start to suck ,Tue Apr 07 06:19:32 PDT 2009,English,73857,NO_QUERY,2213
2214,i am kind of bummed...did not make my numbers for the first time. ,Tue Apr 07 06:19:34 PDT 2009,English,90651,NO_QUERY,2214
2215,i think i'm getting sick again. poop. ,Tue Apr 07 06:19:36 PDT 2009,English,4915,NO_QUERY,2215
2216,@jamie17 that must have been nice ,Tue Apr 07 06:19:41 PDT 2009,English,92328,NO_QUERY,2216
2217,@centrinoduo91 it does  + no trophy whoring = sad Ulti,Tue Apr 07 06:19:41 PDT 2009,English,84647,NO_QUERY,2217
2218,wow. insane shooting in altoona. its turning so awful  ,Tue Apr 07 06:19:42 PDT 2009,English,40633,NO_QUERY,2218
2219,feeling sorry for the emasculation of poor Bun Bun who's losing his Ball Balls tomorrow ,Tue Apr 07 06:19:44 PDT 2009,English,64080,NO_QUERY,2219
2220,noo... It's rainy!! ,Tue Apr 07 06:19:44 PDT 2009,English,75900,NO_QUERY,2220
2221,"WOULD have rocked the forecast, until one last batch of precip snowed out 0.01&quot; in the first hour.  I just can't make up my points   FML",Tue Apr 07 06:19:44 PDT 2009,English,60891,NO_QUERY,2221
2222,@CaraKeithley I'm so glad I wasn't tricked into planting flowers last week! Supposed to be another frost adv tonight ,Tue Apr 07 06:19:46 PDT 2009,English,16992,NO_QUERY,2222
2223,"@MooseMystique haven't seen it yet, we watch it on netflix once it come online. So well probably see it tomorrow. ",Tue Apr 07 06:19:46 PDT 2009,English,60767,NO_QUERY,2223
2224,AAAAARGH! my ups SUCKS!!! my 6month old bookworm deluxe game got destroyed! and i was happily making a 9 letter 20k+ points word ,Tue Apr 07 06:19:46 PDT 2009,English,70035,NO_QUERY,2224
2225,still feels woozy from giving blood yesterday. ,Tue Apr 07 06:19:48 PDT 2009,English,57610,NO_QUERY,2225
2226,guesses that none of her buds have ever (or ever care to) build an app for Facebook... ,Tue Apr 07 06:19:49 PDT 2009,English,10185,NO_QUERY,2226
2227,My favortie red head is in the hospital  I LOVE YOU TRAVIS CLARK &lt;333,Tue Apr 07 06:19:51 PDT 2009,English,20578,NO_QUERY,2227
2228,He is dead on House ,Tue Apr 07 06:19:52 PDT 2009,English,19730,NO_QUERY,2228
2229,No new House episode after all... boo to stoopid slow torrent ,Tue Apr 07 06:19:52 PDT 2009,English,32662,NO_QUERY,2229
2230,It shouldn't take this long to get to fecking Heathrow. Left home at 1330 ,Tue Apr 07 06:19:55 PDT 2009,English,40030,NO_QUERY,2230
2231,just made it to work ,Tue Apr 07 06:19:55 PDT 2009,English,114798,NO_QUERY,2231
2232,"being bored, recovering from being ill ",Tue Apr 07 06:19:55 PDT 2009,English,34440,NO_QUERY,2232
2233,@Street3 very ,Tue Apr 07 06:19:55 PDT 2009,English,48250,NO_QUERY,2233
2234,"April 7th, still snow on the ground ",Tue Apr 07 06:19:58 PDT 2009,English,99940,NO_QUERY,2234
2235,@TehJeven ohh I didnt yet  perhaps I will get it later?,Tue Apr 07 06:19:58 PDT 2009,English,123077,NO_QUERY,2235
2236,Why do I like to say &quot;record&quot; about albums when I am referring to an entirely digital thing ,Tue Apr 07 06:20:03 PDT 2009,English,64134,NO_QUERY,2236
2237,"@TickleMeJoey when I read freezing, I think of -2 degrees. Its april here, and it wont stop snowing... ",Tue Apr 07 06:20:05 PDT 2009,English,58450,NO_QUERY,2237
2238,It occured to me that I think my biggest problem is I don't have any kind of reliable support system.  Insert suicidal thoughts ,Tue Apr 07 06:20:09 PDT 2009,English,16327,NO_QUERY,2238
2239,@jackiedai i love carbs!! ...too much ,Tue Apr 07 06:20:11 PDT 2009,English,106380,NO_QUERY,2239
2240,@HeatherShea sorry to hear that.   it will be um unsore and shit soon...or stuff.,Tue Apr 07 06:22:44 PDT 2009,English,32311,NO_QUERY,2240
2241,@Inga_Ros Get's worse if you live temporarily in the US and have European issued Visa card. Can't buy ANYTHING online then. Been there ,Tue Apr 07 06:22:50 PDT 2009,English,69489,NO_QUERY,2241
2242,@holly_Dougiemad my mum could have droped you home ,Tue Apr 07 06:22:51 PDT 2009,English,75551,NO_QUERY,2242
2243,"Throat sore, nose runny... just in time for a trip abroad- typical ",Tue Apr 07 06:22:53 PDT 2009,English,53272,NO_QUERY,2243
2244,@thenamesmeghan good luck meghan! tests suuuck ,Tue Apr 07 06:22:53 PDT 2009,English,66546,NO_QUERY,2244
2245,Feel like my head is gunna explode ,Tue Apr 07 06:22:55 PDT 2009,English,10276,NO_QUERY,2245
2246,Forgot to bring socks to the gym. I bet I get blisters! ,Tue Apr 07 06:22:57 PDT 2009,English,2879,NO_QUERY,2246
2247,ready to go to my cousins...at five...its now 14:22 ,Tue Apr 07 06:22:57 PDT 2009,English,89814,NO_QUERY,2247
2248,"Taking the TAKS test today. Also, it's been one year. ",Tue Apr 07 06:22:58 PDT 2009,English,55639,NO_QUERY,2248
2249,I seriously need some sleep ,Tue Apr 07 06:23:02 PDT 2009,English,95934,NO_QUERY,2249
2250,@shoreditchtwit I foolishly chose 'cad' over 'scoundrel' and am now on a list of computer design geekery. ,Tue Apr 07 06:23:04 PDT 2009,English,120423,NO_QUERY,2250
