score_id,tweet_id,score_value,model_used,analyzed_at,confidence,category_id
1835,1835,0,0,4 / 23 / 2021,2,1835
1836,1836,0,5,2 / 18 / 2002,3,1836
1837,1837,0,3,7 / 21 / 1990,0,1837
1838,1838,0,0,10 / 9 / 2000,4,1838
1839,1839,0,5,5 / 26 / 1994,8,1839
1840,1840,0,1,5 / 26 / 2005,0,1840
1841,1841,0,5,8 / 4 / 2018,1,1841
1842,1842,0,1,4 / 23 / 2015,7,1842
1843,1843,0,1,11 / 6 / 2010,4,1843
1844,1844,0,4,7 / 21 / 1996,8,1844
1845,1845,0,6,1 / 25 / 2017,8,1845
1846,1846,0,0,8 / 25 / 1986,9,1846
1847,1847,0,5,11 / 1 / 2017,1,1847
1848,1848,0,5,5 / 11 / 2024,6,1848
1849,1849,0,2,8 / 20 / 1991,0,1849
1850,1850,0,5,7 / 15 / 2011,4,1850
1851,1851,0,4,5 / 26 / 2000,9,1851
1852,1852,0,4,6 / 18 / 2005,0,1852
1853,1853,0,1,2 / 4 / 2004,10,1853
1854,1854,0,1,10 / 24 / 2017,5,1854
1855,1855,0,3,10 / 6 / 2020,8,1855
1856,1856,0,3,3 / 4 / 2002,0,1856
1857,1857,0,4,8 / 13 / 2004,1,1857
1858,1858,0,4,10 / 7 / 2021,6,1858
1859,1859,0,4,6 / 25 / 2013,4,1859
1860,1860,0,6,7 / 7 / 2019,10,1860
1861,1861,0,6,9 / 3 / 2024,3,1861
1862,1862,0,7,10 / 7 / 2014,7,1862
1863,1863,0,3,10 / 11 / 2009,2,1863
1864,1864,0,4,1 / 9 / 2015,5,1864
1865,1865,0,3,1 / 18 / 2016,3,1865
1866,1866,0,6,9 / 22 / 2006,6,1866
1867,1867,0,2,10 / 26 / 2011,2,1867
1868,1868,0,4,10 / 18 / 2007,1,1868
1869,1869,0,5,9 / 26 / 2016,5,1869
1870,1870,0,7,6 / 6 / 2008,5,1870
1871,1871,0,7,7 / 15 / 1990,3,1871
1872,1872,0,1,1 / 9 / 2007,10,1872
1873,1873,0,5,7 / 24 / 1991,4,1873
1874,1874,0,4,5 / 3 / 1986,3,1874
1875,1875,0,6,6 / 22 / 1990,5,1875
1876,1876,0,6,5 / 3 / 1999,6,1876
1877,1877,0,4,10 / 12 / 2024,3,1877
1878,1878,0,4,2 / 12 / 1993,6,1878
1879,1879,0,4,10 / 27 / 1984,2,1879
1880,1880,0,2,8 / 20 / 2013,10,1880
1881,1881,0,2,1 / 6 / 2017,8,1881
1882,1882,0,4,6 / 14 / 1999,5,1882
1883,1883,0,7,3 / 22 / 2016,10,1883
1884,1884,0,5,1 / 5 / 2006,2,1884
1885,1885,0,3,8 / 4 / 2006,6,1885
1886,1886,0,6,9 / 9 / 1984,1,1886
1887,1887,0,3,11 / 3 / 2016,2,1887
1888,1888,0,1,10 / 22 / 2016,0,1888
1889,1889,0,5,3 / 16 / 2025,3,1889
1890,1890,0,2,4 / 2 / 1985,10,1890
1891,1891,0,7,5 / 25 / 2016,4,1891
1892,1892,0,1,10 / 12 / 2008,4,1892
1893,1893,0,2,2 / 10 / 2018,3,1893
1894,1894,0,5,11 / 22 / 2023,9,1894
1895,1895,0,0,6 / 3 / 1989,4,1895
1896,1896,0,2,2 / 18 / 2015,4,1896
1897,1897,0,5,3 / 27 / 2013,10,1897
1898,1898,0,5,2 / 22 / 2025,3,1898
1899,1899,0,2,2 / 16 / 1998,6,1899
1900,1900,0,5,2 / 9 / 2021,3,1900
1901,1901,0,2,8 / 17 / 2003,9,1901
1902,1902,0,7,1 / 7 / 2000,6,1902
1903,1903,0,6,11 / 25 / 1985,9,1903
1904,1904,0,7,1 / 20 / 2014,8,1904
1905,1905,0,7,9 / 5 / 2014,5,1905
1906,1906,0,6,7 / 11 / 2007,2,1906
1907,1907,0,7,11 / 21 / 1997,6,1907
1908,1908,0,2,10 / 11 / 2008,8,1908
1909,1909,0,5,1 / 27 / 1994,5,1909
1910,1910,0,5,4 / 7 / 1999,0,1910
1911,1911,0,4,9 / 7 / 1995,8,1911
1912,1912,0,3,1 / 26 / 2022,6,1912
1913,1913,0,2,2 / 19 / 2000,0,1913
1914,1914,0,3,4 / 13 / 2000,1,1914
1915,1915,0,4,10 / 12 / 1988,9,1915
1916,1916,0,7,4 / 24 / 1992,10,1916
1917,1917,0,2,1 / 8 / 1997,0,1917
1918,1918,0,0,6 / 18 / 2000,0,1918
1919,1919,0,6,9 / 3 / 2000,4,1919
1920,1920,0,4,10 / 15 / 1995,9,1920
1921,1921,0,4,1 / 22 / 2007,2,1921
1922,1922,0,2,4 / 7 / 2025,5,1922
1923,1923,0,5,8 / 8 / 1989,9,1923
1924,1924,0,4,1 / 4 / 2018,1,1924
1925,1925,0,7,5 / 1 / 1991,10,1925
1926,1926,0,2,2 / 24 / 2018,5,1926
1927,1927,0,7,9 / 6 / 2005,1,1927
1928,1928,0,1,6 / 12 / 2011,10,1928
1929,1929,0,0,9 / 3 / 1994,6,1929
1930,1930,0,0,7 / 4 / 2020,1,1930
1931,1931,0,7,1 / 23 / 2024,10,1931
1932,1932,0,1,1 / 4 / 1985,3,1932
1933,1933,0,3,1 / 16 / 1999,8,1933
1934,1934,0,3,6 / 20 / 2023,6,1934
1935,1935,0,4,8 / 5 / 2016,3,1935
1936,1936,0,6,5 / 13 / 1991,7,1936
1937,1937,0,2,5 / 8 / 2010,0,1937
1938,1938,0,3,10 / 17 / 2010,4,1938
1939,1939,0,1,6 / 1 / 2024,2,1939
1940,1940,0,0,5 / 15 / 1989,3,1940
1941,1941,0,2,6 / 15 / 1994,5,1941
1942,1942,0,6,2 / 8 / 1986,3,1942
1943,1943,0,4,11 / 12 / 1996,9,1943
1944,1944,0,4,5 / 6 / 1999,10,1944
1945,1945,0,3,8 / 16 / 2023,7,1945
1946,1946,0,7,1 / 27 / 1990,3,1946
1947,1947,0,1,6 / 5 / 1994,5,1947
1948,1948,0,6,5 / 19 / 2022,2,1948
1949,1949,0,2,8 / 9 / 2012,1,1949
1950,1950,0,1,8 / 22 / 1990,4,1950
1951,1951,0,7,7 / 26 / 2015,8,1951
1952,1952,0,0,2 / 25 / 2013,5,1952
1953,1953,0,2,10 / 12 / 2001,2,1953
1954,1954,0,1,2 / 14 / 2013,2,1954
1955,1955,0,4,8 / 11 / 2008,2,1955
1956,1956,0,2,3 / 5 / 1991,0,1956
1957,1957,0,5,4 / 5 / 2014,3,1957
1958,1958,0,1,11 / 2 / 2000,4,1958
1959,1959,0,1,2 / 18 / 1994,6,1959
1960,1960,0,6,5 / 15 / 2000,8,1960
1961,1961,0,5,10 / 4 / 2023,3,1961
1962,1962,0,7,4 / 2 / 2003,7,1962
1963,1963,0,5,10 / 8 / 2004,3,1963
1964,1964,0,4,2 / 3 / 2005,0,1964
1965,1965,0,0,5 / 2 / 2015,5,1965
1966,1966,0,7,10 / 7 / 1990,2,1966
1967,1967,0,6,8 / 12 / 2024,9,1967
1968,1968,0,7,3 / 20 / 1991,7,1968
1969,1969,0,7,10 / 10 / 2010,3,1969
1970,1970,0,0,4 / 5 / 1994,6,1970
1971,1971,0,4,5 / 14 / 2006,5,1971
1972,1972,0,7,2 / 5 / 2001,3,1972
1973,1973,0,4,2 / 13 / 2012,1,1973
1974,1974,0,2,6 / 8 / 1998,8,1974
1975,1975,0,0,11 / 2 / 2010,0,1975
1976,1976,0,3,1 / 24 / 2023,4,1976
1977,1977,0,1,6 / 3 / 2014,8,1977
1978,1978,0,2,1 / 10 / 1994,6,1978
1979,1979,0,7,8 / 2 / 1999,5,1979
1980,1980,0,0,2 / 7 / 2004,3,1980
1981,1981,0,1,10 / 6 / 2022,0,1981
1982,1982,0,4,3 / 9 / 1998,5,1982
1983,1983,0,4,4 / 18 / 2025,0,1983
1984,1984,0,0,10 / 19 / 1993,0,1984
1985,1985,0,1,8 / 27 / 2009,7,1985
1986,1986,0,5,4 / 18 / 1988,0,1986
1987,1987,0,3,3 / 14 / 1986,4,1987
1988,1988,0,4,3 / 1 / 1998,10,1988
1989,1989,0,2,10 / 14 / 1990,5,1989
1990,1990,0,5,5 / 12 / 2020,0,1990
1991,1991,0,5,3 / 23 / 1986,3,1991
1992,1992,0,6,3 / 3 / 1988,4,1992
1993,1993,0,3,2 / 17 / 2002,8,1993
1994,1994,0,3,7 / 27 / 2000,5,1994
1995,1995,0,6,3 / 26 / 2013,2,1995
1996,1996,0,6,4 / 22 / 1999,10,1996
1997,1997,0,3,1 / 24 / 2000,5,1997
1998,1998,0,7,10 / 5 / 1994,5,1998
1999,1999,0,3,8 / 10 / 2007,7,1999
2000,2000,0,7,7 / 13 / 2018,4,2000
2001,2001,0,2,11 / 21 / 2020,0,2001
2002,2002,0,2,1 / 23 / 2024,2,2002
2003,2003,0,6,10 / 16 / 2007,3,2003
2004,2004,0,1,6 / 22 / 1993,6,2004
2005,2005,0,7,9 / 4 / 1995,1,2005
2006,2006,0,4,11 / 9 / 2009,6,2006
2007,2007,0,5,11 / 21 / 2004,9,2007
2008,2008,0,4,2 / 27 / 2019,5,2008
2009,2009,0,4,8 / 8 / 2015,10,2009
2010,2010,0,6,8 / 23 / 1986,1,2010
2011,2011,0,7,7 / 25 / 1986,9,2011
2012,2012,0,6,11 / 17 / 1997,6,2012
2013,2013,0,5,10 / 23 / 2005,6,2013
2014,2014,0,5,1 / 7 / 1992,7,2014
2015,2015,0,2,10 / 9 / 2020,5,2015
2016,2016,0,2,4 / 14 / 1998,8,2016
2017,2017,0,2,5 / 22 / 1995,1,2017
2018,2018,0,1,1 / 5 / 2010,2,2018
2019,2019,0,2,10 / 23 / 2015,7,2019
2020,2020,0,1,1 / 22 / 2015,4,2020
2021,2021,0,0,8 / 9 / 1993,2,2021
2022,2022,0,7,3 / 15 / 1994,6,2022
2023,2023,0,7,11 / 3 / 1987,6,2023
2024,2024,0,4,1 / 27 / 1993,8,2024
2025,2025,0,6,6 / 19 / 2003,8,2025
2026,2026,0,4,2 / 14 / 1996,7,2026
2027,2027,0,2,2 / 13 / 1996,1,2027
2028,2028,0,3,11 / 9 / 1996,9,2028
2029,2029,0,4,3 / 9 / 1990,7,2029
2030,2030,0,0,6 / 10 / 1994,7,2030
2031,2031,0,6,3 / 3 / 2005,1,2031
2032,2032,0,7,5 / 9 / 2015,2,2032
2033,2033,0,5,9 / 14 / 1992,2,2033
2034,2034,0,4,11 / 3 / 2014,4,2034
2035,2035,0,3,6 / 16 / 1991,3,2035
2036,2036,0,5,8 / 16 / 1989,6,2036
2037,2037,0,7,5 / 1 / 2013,5,2037
2038,2038,0,7,3 / 21 / 2015,5,2038
2039,2039,0,3,4 / 11 / 2006,8,2039
2040,2040,0,4,11 / 24 / 2025,1,2040
2041,2041,0,2,4 / 15 / 2007,8,2041
2042,2042,0,0,1 / 14 / 2017,8,2042
2043,2043,0,4,10 / 19 / 1994,7,2043
2044,2044,0,3,11 / 22 / 2011,2,2044
2045,2045,0,1,10 / 16 / 1990,2,2045
2046,2046,0,1,5 / 13 / 2018,6,2046
2047,2047,0,4,9 / 21 / 2001,1,2047
2048,2048,0,5,9 / 14 / 2025,9,2048
2049,2049,0,0,6 / 4 / 2016,1,2049
2050,2050,0,0,2 / 24 / 1998,1,2050
2051,2051,0,1,2 / 15 / 2017,10,2051
2052,2052,0,1,9 / 8 / 2025,5,2052
2053,2053,0,7,9 / 24 / 2019,10,2053
2054,2054,0,5,2 / 27 / 2016,9,2054
2055,2055,0,4,3 / 22 / 2013,0,2055
2056,2056,0,3,4 / 20 / 2002,0,2056
2057,2057,0,0,10 / 21 / 2024,10,2057
2058,2058,0,3,1 / 11 / 1985,1,2058
2059,2059,0,5,10 / 4 / 1989,0,2059
2060,2060,0,7,9 / 9 / 2010,1,2060
2061,2061,0,7,7 / 23 / 1994,6,2061
2062,2062,0,2,6 / 17 / 2020,8,2062
2063,2063,0,5,1 / 6 / 2011,9,2063
2064,2064,0,0,3 / 11 / 2016,4,2064
2065,2065,0,1,11 / 3 / 1988,3,2065
2066,2066,0,4,5 / 7 / 2006,10,2066
2067,2067,0,2,10 / 5 / 2020,3,2067
2068,2068,0,5,10 / 15 / 2019,1,2068
2069,2069,0,7,1 / 27 / 2020,5,2069
2070,2070,0,6,10 / 24 / 1987,3,2070
2071,2071,0,2,8 / 6 / 2010,1,2071
2072,2072,0,1,8 / 15 / 1998,2,2072
2073,2073,0,7,11 / 11 / 2017,6,2073
2074,2074,0,6,7 / 27 / 2005,5,2074
2075,2075,0,6,3 / 25 / 2022,4,2075
2076,2076,0,2,6 / 16 / 2005,9,2076
2077,2077,0,3,6 / 5 / 1995,5,2077
2078,2078,0,7,10 / 27 / 2002,9,2078
2079,2079,0,7,1 / 11 / 2002,7,2079
2080,2080,0,1,8 / 21 / 1992,3,2080
2081,2081,0,0,7 / 9 / 2007,9,2081
2082,2082,0,0,10 / 25 / 1992,0,2082
2083,2083,0,3,8 / 14 / 2003,0,2083
2084,2084,0,1,3 / 11 / 1993,9,2084
2085,2085,0,6,10 / 17 / 1998,1,2085
2086,2086,0,3,7 / 7 / 2020,5,2086
2087,2087,0,2,6 / 17 / 1999,2,2087
2088,2088,0,2,9 / 10 / 2012,8,2088
2089,2089,0,4,6 / 11 / 2007,4,2089
2090,2090,0,1,4 / 8 / 2020,5,2090
2091,2091,0,4,7 / 7 / 1987,0,2091
2092,2092,0,6,8 / 12 / 2005,3,2092
2093,2093,0,5,3 / 3 / 2007,0,2093
2094,2094,0,6,8 / 8 / 2016,0,2094
2095,2095,0,4,3 / 11 / 2002,10,2095
2096,2096,0,2,3 / 18 / 2002,5,2096
2097,2097,0,7,9 / 2 / 2024,2,2097
2098,2098,0,6,3 / 4 / 1995,7,2098
2099,2099,0,4,2 / 27 / 2024,10,2099
2100,2100,0,2,3 / 11 / 1987,0,2100
2101,2101,0,1,10 / 14 / 2024,7,2101
2102,2102,0,5,9 / 14 / 2022,1,2102
2103,2103,0,7,3 / 2 / 2016,0,2103
2104,2104,0,4,1 / 12 / 2008,0,2104
2105,2105,0,7,8 / 18 / 2019,1,2105
2106,2106,0,4,11 / 24 / 2025,10,2106
2107,2107,0,2,11 / 19 / 2018,0,2107
2108,2108,0,3,4 / 13 / 2017,9,2108
2109,2109,0,3,6 / 18 / 1993,4,2109
2110,2110,0,5,8 / 23 / 2006,5,2110
2111,2111,0,6,2 / 18 / 2010,2,2111
2112,2112,0,3,6 / 23 / 2020,0,2112
2113,2113,0,5,8 / 17 / 1999,0,2113
2114,2114,0,2,9 / 21 / 2021,9,2114
2115,2115,0,1,9 / 19 / 2008,6,2115
2116,2116,0,6,7 / 7 / 2005,3,2116
2117,2117,0,0,6 / 2 / 2014,6,2117
2118,2118,0,4,10 / 2 / 1992,8,2118
2119,2119,0,6,6 / 26 / 1992,5,2119
2120,2120,0,0,5 / 19 / 2003,3,2120
2121,2121,0,2,9 / 14 / 2012,1,2121
2122,2122,0,1,5 / 18 / 2024,0,2122
2123,2123,0,6,1 / 21 / 1990,5,2123
2124,2124,0,2,2 / 14 / 2017,3,2124
2125,2125,0,6,9 / 13 / 2003,0,2125
2126,2126,0,7,5 / 10 / 1991,4,2126
2127,2127,0,3,6 / 18 / 1986,7,2127
2128,2128,0,0,8 / 13 / 1997,6,2128
2129,2129,0,3,5 / 3 / 1989,1,2129
2130,2130,0,0,2 / 19 / 2019,5,2130
2131,2131,0,1,10 / 26 / 2012,6,2131
2132,2132,0,1,2 / 26 / 1988,1,2132
2133,2133,0,2,4 / 4 / 1998,1,2133
2134,2134,0,7,7 / 18 / 1997,7,2134
2135,2135,0,5,5 / 21 / 2019,4,2135
2136,2136,0,4,9 / 24 / 2005,5,2136
2137,2137,0,2,10 / 20 / 1986,2,2137
2138,2138,0,0,8 / 24 / 1985,10,2138
2139,2139,0,5,9 / 8 / 1989,10,2139
2140,2140,0,5,10 / 5 / 1988,1,2140
2141,2141,0,0,10 / 18 / 2020,3,2141
2142,2142,0,3,6 / 18 / 2017,8,2142
2143,2143,0,3,11 / 20 / 2008,10,2143
2144,2144,0,2,1 / 9 / 2000,9,2144
2145,2145,0,4,7 / 9 / 2002,2,2145
2146,2146,0,1,10 / 27 / 2002,6,2146
2147,2147,0,3,4 / 9 / 2013,7,2147
2148,2148,0,2,8 / 21 / 2006,4,2148
2149,2149,0,2,6 / 6 / 2022,0,2149
2150,2150,0,5,10 / 4 / 2011,4,2150
2151,2151,0,1,11 / 23 / 1995,8,2151
2152,2152,0,7,4 / 6 / 2023,1,2152
2153,2153,0,4,11 / 11 / 2001,6,2153
2154,2154,0,0,10 / 6 / 2014,2,2154
2155,2155,0,2,2 / 9 / 1985,3,2155
2156,2156,0,2,10 / 9 / 1991,7,2156
2157,2157,0,3,10 / 7 / 2017,1,2157
2158,2158,0,6,11 / 23 / 1986,2,2158
2159,2159,0,3,6 / 6 / 1999,7,2159
2160,2160,0,5,11 / 22 / 1985,1,2160
2161,2161,0,3,5 / 17 / 1990,7,2161
2162,2162,0,2,11 / 13 / 2009,10,2162
2163,2163,0,1,6 / 17 / 1996,1,2163
2164,2164,0,2,5 / 4 / 2025,0,2164
2165,2165,0,3,6 / 23 / 2011,4,2165
2166,2166,0,2,1 / 2 / 1997,8,2166
2167,2167,0,4,10 / 11 / 2002,6,2167
2168,2168,0,6,3 / 13 / 1992,2,2168
2169,2169,0,5,9 / 23 / 1999,1,2169
2170,2170,0,2,11 / 2 / 1987,0,2170
2171,2171,0,4,1 / 9 / 2024,2,2171
2172,2172,0,6,1 / 5 / 1984,2,2172
2173,2173,0,3,9 / 20 / 2007,4,2173
2174,2174,0,3,2 / 24 / 2018,3,2174
2175,2175,0,5,3 / 2 / 2011,2,2175
2176,2176,0,2,9 / 6 / 1986,5,2176
2177,2177,0,5,3 / 20 / 2004,9,2177
2178,2178,0,0,10 / 20 / 2019,0,2178
2179,2179,0,0,9 / 22 / 2021,4,2179
2180,2180,0,2,5 / 8 / 2022,0,2180
2181,2181,0,6,9 / 4 / 2016,3,2181
2182,2182,0,4,3 / 8 / 2003,3,2182
2183,2183,0,1,6 / 2 / 1990,2,2183
2184,2184,0,5,8 / 8 / 1998,3,2184
2185,2185,0,2,9 / 24 / 2015,4,2185
2186,2186,0,2,6 / 17 / 2003,1,2186
2187,2187,0,3,8 / 3 / 1992,0,2187
2188,2188,0,6,8 / 21 / 2011,9,2188
2189,2189,0,4,8 / 25 / 2000,10,2189
2190,2190,0,7,7 / 20 / 2004,10,2190
2191,2191,0,1,4 / 14 / 2019,9,2191
2192,2192,0,1,9 / 12 / 2011,1,2192
2193,2193,0,2,9 / 17 / 2018,6,2193
2194,2194,0,7,11 / 1 / 2018,9,2194
2195,2195,0,2,4 / 25 / 1988,6,2195
2196,2196,0,7,1 / 2 / 2007,3,2196
2197,2197,0,7,10 / 21 / 1990,2,2197
2198,2198,0,0,1 / 12 / 1996,1,2198
2199,2199,0,0,11 / 4 / 1987,0,2199
2200,2200,0,3,3 / 7 / 2002,3,2200
2201,2201,0,4,2 / 5 / 1993,3,2201
2202,2202,0,5,11 / 19 / 1989,1,2202
2203,2203,0,3,4 / 7 / 1994,1,2203
2204,2204,0,0,4 / 10 / 2009,1,2204
2205,2205,0,4,3 / 22 / 2006,4,2205
2206,2206,0,1,7 / 26 / 2010,0,2206
2207,2207,0,4,10 / 9 / 2024,9,2207
2208,2208,0,2,8 / 2 / 1987,1,2208
2209,2209,0,5,6 / 27 / 2020,8,2209
2210,2210,0,0,1 / 9 / 1985,6,2210
2211,2211,0,7,8 / 8 / 1998,1,2211
2212,2212,0,1,4 / 14 / 2018,8,2212
2213,2213,0,3,6 / 17 / 2010,8,2213
2214,2214,0,1,9 / 12 / 2024,8,2214
2215,2215,0,2,5 / 16 / 2022,6,2215
2216,2216,0,2,5 / 8 / 2019,9,2216
2217,2217,0,7,6 / 16 / 2019,4,2217
2218,2218,0,7,3 / 12 / 2025,8,2218
2219,2219,0,5,1 / 22 / 2025,9,2219
2220,2220,0,2,2 / 18 / 2023,10,2220
2221,2221,0,3,3 / 8 / 2011,10,2221
2222,2222,0,3,8 / 21 / 1998,3,2222
2223,2223,0,2,4 / 19 / 2004,10,2223
2224,2224,0,7,5 / 24 / 2012,4,2224
2225,2225,0,1,4 / 23 / 1998,2,2225
2226,2226,0,7,7 / 6 / 2017,3,2226
2227,2227,0,3,11 / 14 / 2025,7,2227
2228,2228,0,5,10 / 5 / 1994,9,2228
2229,2229,0,1,5 / 18 / 2014,4,2229
2230,2230,0,1,10 / 9 / 2024,5,2230
2231,2231,0,5,9 / 15 / 1986,9,2231
2232,2232,0,3,7 / 1 / 1997,8,2232
2233,2233,0,2,5 / 14 / 1992,2,2233
2234,2234,0,3,2 / 21 / 2005,8,2234
2235,2235,0,3,2 / 19 / 2001,10,2235
2236,2236,0,6,11 / 5 / 1989,7,2236
2237,2237,0,4,11 / 22 / 1985,7,2237
2238,2238,0,5,7 / 7 / 1991,1,2238
2239,2239,0,1,9 / 2 / 2007,1,2239
2240,2240,0,4,9 / 8 / 1991,10,2240
2241,2241,0,3,7 / 7 / 2004,6,2241
2242,2242,0,2,10 / 1 / 1994,4,2242
2243,2243,0,0,11 / 8 / 2000,4,2243
2244,2244,0,2,8 / 20 / 1990,3,2244
2245,2245,0,1,3 / 13 / 1984,9,2245
2246,2246,0,2,11 / 13 / 1990,2,2246
2247,2247,0,5,7 / 1 / 1986,5,2247
2248,2248,0,7,3 / 1 / 2015,6,2248
2249,2249,0,6,10 / 27 / 1994,10,2249
2250,2250,0,1,7 / 27 / 1985,3,2250
2251,2251,0,0,8 / 16 / 2020,8,2251
2252,2252,0,7,8 / 14 / 2011,10,2252
2253,2253,0,7,6 / 26 / 1985,4,2253
2254,2254,0,2,1 / 25 / 1985,1,2254
2255,2255,0,6,1 / 1 / 2022,9,2255
2256,2256,0,3,11 / 5 / 1998,3,2256
2257,2257,0,3,6 / 8 / 2012,8,2257
2258,2258,0,1,2 / 16 / 2004,10,2258
2259,2259,0,7,4 / 15 / 2000,7,2259
2260,2260,0,4,9 / 26 / 1994,10,2260
2261,2261,0,7,10 / 9 / 2014,8,2261
2262,2262,0,1,9 / 17 / 2022,7,2262
2263,2263,0,5,3 / 7 / 1994,10,2263
2264,2264,0,7,1 / 24 / 2014,3,2264
2265,2265,0,5,8 / 1 / 1993,2,2265
2266,2266,0,4,1 / 18 / 2010,7,2266
2267,2267,0,4,9 / 14 / 2011,7,2267
2268,2268,0,0,4 / 13 / 2003,7,2268
2269,2269,0,0,4 / 3 / 1991,6,2269
2270,2270,0,0,9 / 5 / 2018,9,2270
2271,2271,0,7,5 / 17 / 2019,6,2271
2272,2272,0,1,1 / 16 / 2020,8,2272
2273,2273,0,5,2 / 19 / 2021,4,2273
2274,2274,0,5,3 / 26 / 1989,9,2274
2275,2275,0,2,8 / 17 / 1993,10,2275
2276,2276,0,4,1 / 17 / 1991,4,2276
2277,2277,0,5,8 / 27 / 2004,1,2277
2278,2278,0,3,5 / 19 / 2019,7,2278
2279,2279,0,7,3 / 23 / 1987,8,2279
2280,2280,0,7,2 / 11 / 2022,0,2280
2281,2281,0,4,5 / 27 / 1991,3,2281
2282,2282,0,1,11 / 17 / 1999,0,2282
2283,2283,0,1,6 / 5 / 2016,5,2283
2284,2284,0,3,10 / 5 / 2002,8,2284
2285,2285,0,5,7 / 2 / 2001,1,2285
2286,2286,0,3,7 / 8 / 1999,8,2286
2287,2287,0,0,1 / 4 / 2016,1,2287
2288,2288,0,2,11 / 14 / 2010,8,2288
2289,2289,0,0,10 / 21 / 2024,0,2289
2290,2290,0,3,11 / 20 / 1993,6,2290
2291,2291,0,5,6 / 11 / 1984,10,2291
2292,2292,0,5,1 / 11 / 1994,10,2292
2293,2293,0,0,1 / 3 / 1986,1,2293
2294,2294,0,7,10 / 7 / 1999,10,2294
2295,2295,0,3,5 / 17 / 2012,4,2295
2296,2296,0,6,2 / 25 / 2019,9,2296
2297,2297,0,6,3 / 16 / 2007,9,2297
2298,2298,0,2,7 / 27 / 2016,3,2298
2299,2299,0,0,4 / 4 / 2017,1,2299
2300,2300,0,6,1 / 13 / 2006,8,2300
2301,2301,0,5,10 / 7 / 2007,6,2301
2302,2302,0,3,4 / 12 / 2023,10,2302
2303,2303,0,2,9 / 17 / 2006,5,2303
2304,2304,0,4,3 / 21 / 2024,1,2304
2305,2305,0,0,6 / 27 / 1984,10,2305
2306,2306,0,3,6 / 20 / 2006,7,2306
2307,2307,0,3,11 / 27 / 2008,3,2307
2308,2308,0,2,9 / 21 / 2005,10,2308
2309,2309,0,6,2 / 10 / 1990,4,2309
2310,2310,0,4,5 / 21 / 1992,1,2310
2311,2311,0,5,11 / 10 / 1988,5,2311
2312,2312,0,4,11 / 25 / 2011,4,2312
2313,2313,0,4,6 / 13 / 1997,10,2313
2314,2314,0,3,9 / 21 / 2012,1,2314
2315,2315,0,6,10 / 9 / 2009,1,2315
2316,2316,0,3,6 / 27 / 1987,2,2316
2317,2317,0,4,2 / 20 / 1992,4,2317
2318,2318,0,7,3 / 18 / 2012,5,2318
2319,2319,0,2,9 / 12 / 2015,4,2319
2320,2320,0,4,2 / 25 / 1987,6,2320
2321,2321,0,2,9 / 9 / 1985,4,2321
2322,2322,0,5,7 / 9 / 1994,8,2322
2323,2323,0,0,7 / 22 / 1989,8,2323
2324,2324,0,4,4 / 4 / 2007,9,2324
2325,2325,0,7,11 / 24 / 2011,3,2325
2326,2326,0,3,4 / 19 / 2009,3,2326
2327,2327,0,3,4 / 1 / 2001,1,2327
2328,2328,0,2,1 / 20 / 2013,3,2328
2329,2329,0,2,1 / 18 / 1985,4,2329
2330,2330,0,7,8 / 13 / 1985,5,2330
2331,2331,0,7,5 / 26 / 2002,9,2331
2332,2332,0,4,5 / 15 / 1992,6,2332
2333,2333,0,6,10 / 16 / 1999,7,2333
2334,2334,0,3,9 / 22 / 1995,7,2334
2335,2335,0,2,2 / 8 / 2012,6,2335
2336,2336,0,5,2 / 5 / 1986,0,2336
2337,2337,0,7,8 / 24 / 2020,6,2337
2338,2338,0,1,5 / 20 / 2000,8,2338
2339,2339,0,7,4 / 19 / 1987,10,2339
2340,2340,0,2,6 / 26 / 1996,0,2340
2341,2341,0,1,4 / 21 / 2005,3,2341
2342,2342,0,6,6 / 16 / 1990,8,2342
2343,2343,0,5,6 / 19 / 1989,6,2343
2344,2344,0,2,3 / 8 / 2024,3,2344
2345,2345,0,2,11 / 22 / 1988,3,2345
2346,2346,0,1,7 / 5 / 1992,0,2346
2347,2347,0,5,1 / 23 / 1987,0,2347
2348,2348,0,6,4 / 1 / 1987,7,2348
2349,2349,0,6,6 / 7 / 2012,2,2349
2350,2350,0,3,7 / 22 / 1989,1,2350
2351,2351,0,1,6 / 7 / 1997,0,2351
2352,2352,0,3,7 / 7 / 1985,8,2352
2353,2353,0,2,3 / 21 / 2021,0,2353
2354,2354,0,0,5 / 23 / 2016,4,2354
2355,2355,0,7,7 / 14 / 2016,10,2355
2356,2356,0,3,7 / 13 / 2013,3,2356
2357,2357,0,1,1 / 25 / 2014,0,2357
2358,2358,0,3,2 / 23 / 2017,0,2358
2359,2359,0,3,6 / 23 / 2020,3,2359
2360,2360,0,4,11 / 10 / 1985,4,2360
2361,2361,0,0,4 / 4 / 1989,6,2361
2362,2362,0,5,11 / 22 / 1991,9,2362
2363,2363,0,6,7 / 20 / 1994,10,2363
2364,2364,0,2,10 / 15 / 2020,5,2364
2365,2365,0,5,5 / 14 / 1996,3,2365
2366,2366,0,5,10 / 21 / 1987,4,2366
2367,2367,0,3,4 / 19 / 1989,4,2367
2368,2368,0,4,10 / 17 / 1997,9,2368
2369,2369,0,3,3 / 23 / 2004,5,2369
2370,2370,0,2,5 / 11 / 1984,7,2370
2371,2371,0,2,11 / 23 / 2023,7,2371
